id,target
9477,1
9478,0
9479,1
9483,1
9487,0
9494,1
9497,0
9498,0
9506,0
9512,0
9514,0
9515,1
9516,1
9517,0
9518,0
9521,1
9523,0
9527,0
9528,0
9530,1
9532,1
9534,1
9535,0
9536,1
9543,0
9544,0
9545,0
9546,0
9549,0
9558,1
9560,1
9561,0
9570,1
9573,1
9578,1
9584,0
9587,0
9588,0
9599,0
9601,1
9604,0
9614,0
9615,1
9621,1
9622,1
9623,0
9624,1
9626,1
9628,0
9630,1
9631,0
9633,0
9635,1
9637,0
9641,0
9647,0
9648,1
9649,0
9658,0
9662,1
9668,1
9671,1
9676,1
9677,1
9679,1
9682,1
9685,0
9689,0
9692,0
9693,1
9694,0
9696,1
9700,1
9711,0
9713,0
9720,0
9721,0
9725,0
9726,0
9727,0
9735,0
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,0
9767,0
9768,0
9773,0
9777,1
9781,1
9784,1
9786,0
9789,1
9792,1
9793,0
9798,1
9799,1
9802,0
9803,1
9804,1
9805,0
9807,0
9809,1
9811,1
9814,0
9817,0
9821,0
9824,1
9825,1
9827,1
9839,0
9840,1
9843,1
9844,1
9845,0
9847,1
9848,1
9851,0
9852,0
9855,1
9856,1
9863,1
9867,1
9871,1
9876,0
9879,1
9882,1
9891,0
9892,1
9893,1
9895,1
9899,0
9900,0
9902,1
9903,1
9904,0
9908,1
9913,1
9914,1
9917,1
9922,0
9924,0
9926,1
9927,0
9928,0
9929,1
9936,1
9939,0
9947,1
9951,0
9954,1
9956,1
9957,1
9959,0
9962,1
9964,0
9966,1
9968,0
9969,0
9970,0
9975,0
9977,0
9981,0
9993,1
9996,0
9997,1
9999,0
10002,0
10007,1
10015,1
10019,0
10022,1
10024,0
10026,0
10033,0
10043,0
10046,1
10051,0
10053,0
10062,1
10063,1
10065,0
10068,1
10078,0
10086,1
10094,0
10095,1
10096,1
10097,1
10103,1
10104,0
10108,0
10122,1
10123,0
10128,0
10131,1
10133,0
10134,1
10135,1
10145,0
10148,1
10154,0
10155,1
10158,0
10160,0
10161,1
10162,1
10165,0
10166,0
10167,0
10170,0
10178,0
10180,0
10181,0
10185,0
10188,0
10190,0
10196,0
10200,1
10205,1
10211,0
10216,0
10219,0
10221,0
10225,0
10227,0
10228,0
10230,0
10232,0
10233,1
10235,0
10238,1
10240,0
10242,0
10248,0
10254,1
10257,0
10261,1
10262,0
10266,0
10267,1
10271,1
10277,0
10279,0
10281,0
10282,0
10285,0
10292,0
10298,1
10300,0
10309,0
10311,0
10312,0
10319,0
10324,1
10326,0
10328,0
10343,1
10346,1
10347,0
10353,0
10354,1
10356,0
10357,1
10362,1
10363,1
10370,0
10373,1
10386,0
10388,1
10389,1
10391,1
10397,1
10400,1
10403,0
10404,1
10408,0
10417,0
10425,0
10435,0
10437,0
10438,0
10440,1
10442,0
10447,1
10452,0
10453,1
10454,0
10459,0
10460,0
10463,1
10465,0
10469,0
10474,0
10475,0
10476,0
10477,0
10480,0
10491,1
10493,1
10494,0
10495,1
10497,1
10501,0
10504,1
10507,0
10509,1
10510,0
10512,0
10514,0
10526,1
10528,0
10530,0
10531,0
10532,1
10538,0
10539,0
10542,0
10547,0
10549,0
10556,0
10569,0
10572,1
10577,0
10579,0
10586,1
10594,0
10595,0
10597,0
10602,1
10604,1
10614,0
10617,0
10618,0
10619,0
10624,1
10633,1
10634,1
10635,0
10638,0
10639,0
10642,0
10643,0
10645,0
10646,1
10649,0
10652,1
10653,0
10654,0
10661,0
10664,0
10668,0
10670,0
10674,0
10683,1
10694,1
10697,1
10699,1
10701,0
10703,1
10713,1
10714,0
10716,1
10717,0
10719,1
10725,1
10728,0
10734,1
10738,0
10740,1
10742,1
10756,1
10757,1
10758,0
10761,1
10762,0
10773,0
10778,1
10781,0
10791,0
10792,1
10796,1
10797,0
10801,0
10804,0
10806,1
10807,1
10816,0
10820,1
10828,0
10836,1
10838,1
10845,0
10856,0
10857,1
10858,1
10861,1
10865,1
10868,0
10874,0
10875,1
